country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Brazil,Compañía Energetica do Amazonas,CEAM,90378,1997,Elec - Distribution,119301,101985,320833,,1441,,,,,,,,0.2,,,,,,129.77,148.04,,,0,70.77376822,222.6460791
Brazil,Compañía Energetica do Amazonas,CEAM,90378,1998,Elec - Distribution,125883,108220,334335,,1409,,,,,,0.277,,0.277,,,,,,128.43,149.71,,,0,76.80624556,237.2853087
Brazil,Compañía Energetica do Amazonas,CEAM,90378,1999,Elec - Distribution,132648,111057,305664,,1254,,,110777638,,146088757,0.368,,0.368,159.71,166.05,,,,126.63,162.83,,,0,88.56220096,243.7511962
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2000,Elec - Distribution,138315,119320,314387,2358.06,1279,59.3,4.917226221,159470131,,173545443,0.416,,0.416,218.93,186.27,0.8616,,,152.13,188.6,,,0,93.29163409,245.8068804
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2001,Elec - Distribution,144973,124858,298610,2680.06,1119,66.63,12.34884632,191932000,,196817808,0.508,,0.508,123.57,135.46,0.8602,,,163.65,195.91,,,0,111.5799821,266.8543342
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2002,Elec - Distribution,153979,132490,334830,2926.46,1090,79.71,17.88071559,252529000,39469000,303625000,0.499,,0.499,138.71,137.52,0.8594,,,187.98,195.49,606,,0,121.5504587,307.1834862
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2003,Elec - Distribution,161451,138213,388261,3059.23,1079,98.84,32.30816384,356533000,41501000,412558000,0.453,,0.453,111.84,113.36,0.8661,56519,,220.07,308.5,606,,0,128.0936052,359.8341057
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2004,Elec - Distribution,167525,142616,404226,3238.61,1121,114.01,33.24377947,403056000,16999598,430511598,0.47,,0.47,87,104.37,0.8513,59759,3.16,302.13,381,1165,,0,127.2221231,360.5941124
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2005,Elec - Distribution,176530,148941,447188,3614.97,1151,125.64,34.70128894,496923000,55804000,576643000,0.461,,0.461,83.8,89.28,0.8437,91147,2.66,300.71,281.89,1165,,0,129.4013901,388.5212858
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2006,Elec - Distribution,190084,158026,498000,4243.44,1111,125.64,,484226000,55803624,540029624,0.435,,,86.25,98.17,0.737825547,70537,,,,,,0,142.2376238,448.2448245
Brazil,Compañía Energetica do Amazonas,CEAM,90378,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1987,Elec - Distribution,788324,665144,2242253,,4879,,,,,,0.107248908,,,,,,,,,,,,0,136.3279361,459.5722484
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1988,Elec - Distribution,839359,709258.355,2447566,,5255,,,,,,0.119784173,,,,,,,,,,,,0,134.9682883,465.7594672
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1989,Elec - Distribution,869341,735952,2665532,,5255,,,,,,0.127945026,,,,,,,,,,,,0,140.0479543,507.2372978
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1990,Elec - Distribution,935531,790349,2921305,,5232,,,,,,0.118587809,,,,,,,,,,,,0,151.0605887,558.3534021
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1991,Elec - Distribution,961592,811603,3214501,,4977,,,,,,0.114812775,,,,,,,,,,,,0,163.0707253,645.8712076
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1992,Elec - Distribution,1035047,873809,3317792,,4642,,,,28000000,28000000,0.114072495,,,,,,,,,,,,0,188.2397673,714.7333046
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1993,Elec - Distribution,1096529.614,928215.489,3536860.037,,4424.494116,,,,32000000,32000000,0.122911365,,,,,,,,,,,,0,209.7901963,799.3817926
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1994,Elec - Distribution,1161710.316,986009.5216,3770392.756,,4217.179703,,,,42000000,42000000,0.132435113,,,,,,,,,,,,0,233.8078031,894.0555115
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1995,Elec - Distribution,1230835,1047421,4019422.342,,4019,,,,44000000,44000000,0.1427,,,,,0.699902792,,,67.67,,,,0,260.6173177,1000.105086
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1996,Elec - Distribution,1312997,1111618,4413123.849,,3653,,,,69000000,69000000,0.1358,,,31.55,33.53,0.723238777,,,101.3,,,,0,304.3027649,1208.082083
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1997,Elec - Distribution,1396479,1187910,4761486.407,,2588.35894,,,558296767.6,75000000,633296767.6,0.1481,,,33.56,34.09,0.746174623,,,116.23,,,,0,458.9433026,1839.577322
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1998,Elec - Distribution,1507594,1286670,5377000,,1834,,,280242000,96000000,376242000,0.133,,,22.83,26.88,0.782346158,,,124.52,,,,1,701.5648855,2931.842966
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,1999,Elec - Distribution,1651777,1417947,5709000,42609.57164,1958,,,247428000,120000000,367428000,0.112,,,27.03,25.66,0.834577398,,,133.83,,,,1,724.1813075,2915.730337
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2000,Elec - Distribution,1795553,1543980,5894000,41613,1594,,,285872000,149000000,434872000,0.133,,,36.03,31.75,0.89312462,,,148.04,,,,1,968.6198243,3697.61606
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2001,Elec - Distribution,1916518,1567785,5352000,45648,1464,,,289241000,224000000,513241000,0.13,,,24.96,22.15,0.891293348,,,166.81,,,,1,1070.891393,3655.737705
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2002,Elec - Distribution,2009658,1567785,5558000,,1401,,,338179000,184000000,522179000,0.129,,,20.66,17.21,0.879174982,,,178.28,,,,1,1119.047109,3967.16631
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2003,Elec - Distribution,2108352,1686963,5897000,,1375,,,217636000,148000000,365636000,0.135,,,16.36,15.53,0.93333752,,,271.0031008,,,,1,1226.882182,4288.727273
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2004,Elec - Distribution,2230052,1871241,6140800,,1337,,,230481000,173000000,403481000,0.139,,,14.6,11.95,,,,305.753684,,,,1,1399.5819,4592.969334
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2005,Elec - Distribution,2296856,1921975,4783501,,1308,,,,,,0.1415,,,12.45,10.44,,,,,,,,1,1469.399847,3657.110856
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2006,Elec - Distribution,2416167,2020251,6206000,92141,1313,101.45,3.325,484548000,343098000,827646000,0.199235711,0.122080274,0.077155436,11.42,9.11,0.983898217,,,554.1048527,212.5440771,,,1,1538.652704,4726.58035
Brazil,Compañía Energetica do Ceara,COELCE – CE,90362,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1987,Elec - Distribution,521924,467552,991262,,2338,,,,,,0.208257188,,,,,,,,,,,,0,199.9794696,423.9786142
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1988,Elec - Distribution,546137.3171,492988.5775,1088351.288,,2458.875353,,,,,,0.210396223,,,,,,,,,,,,0,200.4935211,442.6215779
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1989,Elec - Distribution,571762,519809,1194950,,2586,,,,,,0.212557227,,,,,,,,,,,,0,201.008894,462.0843001
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1990,Elec - Distribution,592565.96,535320.0751,1292197.869,,2806.591527,,,,,,0.202517537,,,,,,,,,,,,0,190.7367246,460.4153673
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1991,Elec - Distribution,614372,551294,1397360,,3046,,,,,,0.192952051,,,,,,,,,,,,0,180.9894944,458.7524622
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1992,Elec - Distribution,634963,572028,1431765,,3014,,,,,,0.182181611,,,90.4,,,,,,,,,0,189.7903119,475.0381553
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1993,Elec - Distribution,675170.4277,609776.9465,1498809.759,,2790.73037,,,,,,0.19427696,,,86.55,,,,,,,,,0,218.5008459,537.0672048
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1994,Elec - Distribution,717965,650017,1568994,,2584,,,,,,0.207175341,,,67.32803888,,0.52,,,,,,,0,251.5545666,607.1958204
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1995,Elec - Distribution,765003.4432,692474.7305,1736302,,2455.01311,,,,,,,,,52.375099,,0.541460121,,,67.67,,,,0,282.0655937,707.247547
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1996,Elec - Distribution,815123.9439,737705.7098,1849826,,2332.464927,,,,,,,,,40.74,23.57,0.563805889,,,101.3,,,,0,316.2773002,793.0777345
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1997,Elec - Distribution,868545,785906,2070296,,2216,,,,,,,,,44.03,24.14,0.570637568,,,116.23,,,,0,354.650722,934.2490975
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1998,Elec - Distribution,925906,838055,2343651,,2095,,,,,,,,,49.25,18.74,0.592393579,,,124.52,,,,0,400.026253,1118.687828
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,1999,Elec - Distribution,962655,869331,2190880,17934.80995,2015,,,,,,0.366753112,,,36.86,30.62,0.598233947,,,133.83,,,,0,431.4297767,1087.28536
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2000,Elec - Distribution,997658,899361,2309274,24642.47,1690,,,,,,0.399676446,,,38.67,29.03,0.616388466,,,148.04,,,,0,532.1662722,1366.43432
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2001,Elec - Distribution,1033746,916385,2290623,23978.24,1491,,,,,,0.302984244,,,67.54,40.62,0.625508174,,,166.81,,,,1,614.6109993,1536.299799
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2002,Elec - Distribution,1065690,933746,2393252,,1467,,,,39700000,39700000,0.254,,,66.78,40.35,0.629610645,,,178.28,,,,1,636.5003408,1631.391956
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2003,Elec - Distribution,1116361,972662,2520878,,1430,,,125570000,31500000,157070000,0.279,,,67.94,37.28,0.647986798,,,190.47,,,,1,680.1832168,1762.851748
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2004,Elec - Distribution,1242579.62,1080000,2593000,,1356,,,120257000,45500000,165757000,0.299,,,63.4,39.31,,,,,,,,1,796.460177,1912.241888
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2005,Elec - Distribution,1254399,1005000,2793000,,1292,,,113682000,51583920,165265920,0.295,,,54.6,32.9,,,,,,,,1,777.8637771,2161.764706
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2006,Elec - Distribution,1348877,1150936,2916000,57083,1100,60.69,3.881,511600000,136900000,648500000,0.426619981,0.175566892,0.251053089,42.6,24.6,0.910341053,,,346.1372127,293.0725194,,,1,1046.305455,2650.909091
Brazil,Compañía Energetica do Maranhão,CEMAR – MA,90366,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica do Piauí,CEPISA,90374,1995,Elec - Distribution,422339.2936,366168.1675,998140,,1703,,,,,,0.21,,,,,,,,86.8,,,,0,215.013604,586.1068702
Brazil,Compañía Energetica do Piauí,CEPISA,90374,1996,Elec - Distribution,450164,390292.188,1048284,,1574,,,,,,0.22,,,68.17,52.650002,0.669454868,,,113.66,,,,0,247.962,666
Brazil,Compañía Energetica do Piauí,CEPISA,90374,1997,Elec - Distribution,482658,418535,1163843,,1329,,,,,,0.191,,,74.74,56.790001,0.676147011,,,130.4116663,,,,0,314.9247555,875.7283672
Brazil,Compañía Energetica do Piauí,CEPISA,90374,1998,Elec - Distribution,509321,442885,1285303,,1309,,,,,,0.232,,,67.05,50.240002,0.701459681,,,139.7131609,,,,0,338.3384263,981.8968678
Brazil,Compañía Energetica do Piauí,CEPISA,90374,1999,Elec - Distribution,543601,472478,1302327,11007.2051,1248,,,,,,0.229,,,57.65,46.82,0.733661491,,,150.1591096,,,,0,378.588141,1043.53125
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2000,Elec - Distribution,571017,497121,1378422,14382.91,1230,,,,,,0.238,,,56.39,46.540001,0.761935917,,,166.102926,,,,0,404.1634146,1120.668293
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2001,Elec - Distribution,602157,518031,1244253,14863.1,1217,,,,,,0.263,,,42.98,31.5,0.783708018,,,187.1631254,,,,1,425.6622843,1022.393591
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2002,Elec - Distribution,630472,542715,1314016,,1206,,,,,,0.318,,,45.3,37.779999,0.813815239,,,200.0326239,,,,1,450.0124378,1089.565506
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2003,Elec - Distribution,667593,575832,1451540,,1195,,,,,,0.314,,,50.68,35.459999,0.855943436,,,213.7099724,,,,1,481.8677824,1214.677824
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2004,Elec - Distribution,695564,601087,1492468,,1178,,,154047000,,154047000,0.344,,,50.86,41.66,,,,,,,,1,510.2606112,1266.950764
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2005,Elec - Distribution,728840,630361,1583162,,1140,,,196953000,13938000,210891000,0.35,,,52.21,44.99,,,,,,,,1,552.9482456,1388.738596
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2006,Elec - Distribution,770450,666264,1607000,36828,1160,65.52,3.775,244380000,79105000,323485000,0.486854545,0.187176208,0.299678337,51.67,40.44,0.970856697,464,2.55,467.6514698,289.3227395,,,1,574.3655172,1385.344828
Brazil,Compañía Energetica do Piauí,CEPISA,90374,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1988,Elec - Distribution,403449,350034,1158281,,2332,,,,,,,,,,,,,,,,,,0,150.1003431,496.6899657
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1989,Elec - Distribution,428140,372396,1284327,,2338,,,,,,0.137676293,,,,,,,,,,,,0,159.2797263,549.3272027
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1990,Elec - Distribution,451431.9292,392655.4147,1377732.91,,2317.913717,,,,,,0.136199884,,,,,,,,,,,,0,169.4003585,594.3848988
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1991,Elec - Distribution,475991,414017,1477932,,2298,,,,,,0.134739309,,,74.4,,,,,,,,,0,180.1640557,643.1383812
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1992,Elec - Distribution,495609.6986,432378.7896,1575644.114,,2198.63709,,,,,,0.14212736,,,68.69862678,,,,,,,,,0,196.6576437,716.6458353
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1993,Elec - Distribution,516068.2403,451554.9305,1679816.375,,2103.57052,,,,,,0.149920514,,,63.43415755,,,,,,,,,0,214.6611802,798.5548185
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1994,Elec - Distribution,537403.2587,471581.5396,1790875.889,,2012.61452,,,,,,0.158140983,,,58.57311176,,,,,,,,,0,234.3128974,889.825583
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1995,Elec - Distribution,559653,492496.3353,1909278,,1925.591354,,,,,,0.166812199,,,54.08457452,,,,,67.67,,,,0,255.7636822,991.5281327
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1996,Elec - Distribution,587000,516561.7781,2140433,,1744,,,,,,0.175958877,,,49.94,41.18,,,,101.3,,,,0,296.1936801,1227.3125
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1997,Elec - Distribution,594215,522911,2305372,,1270,,,,,,0.1853,,,42.37,25.7,0.880321549,,,116.23,,,,0,411.7409449,1815.253543
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1998,Elec - Distribution,625634,552790,2590110,22257,751,,,,,,0.1625,,,35.07,22.05,0.902926243,,,124.52,,,,1,736.0719041,3448.881491
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,1999,Elec - Distribution,651740,582059,2680480,24525,620,,,,,,0.1477,,,23.84,19.47,0.922438986,,,133.83,,,,1,938.8048387,4323.354839
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2000,Elec - Distribution,682673,610055,2789085,25454,597,,,,,,0.1282,,,14.29,11.14,0.936849167,,,148.04,,,,1,1021.867672,4671.834171
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2001,Elec - Distribution,742502,656082,2557863,,618,,,148745000,32000000,180745000,0.1282,,,10.85,11.01,0.9763125,,,166.81,,,,1,1061.621359,4138.936893
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2002,Elec - Distribution,764244,675488,2593591,,619,,,110575000,27763000,138338000,0.1416,,,11.01,10.53,0.992741097,,,178.28,,,,1,1091.256866,4189.969305
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2003,Elec - Distribution,799664,702581,2702000,,633,,,112925000,21985000,134910000,0.1233,,,10.63,8.49,1.019947324,,,188.7881218,,,,1,1109.922591,4268.562401
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2004,Elec - Distribution,837729,730851,3060572,,651,,,93674000,18200000,111874000,0.1245,,,12.4,9.4,,,,214.9457166,,,,1,1122.658986,4701.339478
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2005,Elec - Distribution,875279,758977,3163194,,683,,,119964000,56588000,176552000,0.1235,,,12.84,9.66,,,,287.2305328,,,,1,1111.240117,4631.323572
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2006,Elec - Distribution,913478,785396,3216000,38065,709,61.14,5.16,142427000,77869000,220296000,0.204590032,0.129105313,0.075484719,12.48,8.33,0.987427646,22000,2.05,332.1602507,262.6578757,,,1,1107.751763,4535.96615
Brazil,Compañía Energetica do Rio Grande do Norte,COSERN – RN,90361,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1987,Elec - Distribution,1971820,1756462,10077193,,11940,,,,,,0.107704541,,,,,0.846,,,,,,,0,147.1073702,843.9860134
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1988,Elec - Distribution,2098624,1881034,10326824,,11604,,,,,,0.125423442,,,,,0.84,,,,,,,0,162.1022061,889.9365736
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1989,Elec - Distribution,2155232,1932583,11009117,,11619,,,,,,0.133422544,,,,,0.865835983,,,,,,,0,166.3295464,947.5098545
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1990,Elec - Distribution,2223220.928,1905958.603,11614715.85,,12647.02155,,,,,,0.122152231,,,,,0.892466605,,,,,,,0,150.7041477,918.3755882
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1991,Elec - Distribution,2331782,1879701,12253628,,13766,,,,,,0.11183393,,,,22.4,0.92,,,,,,,0,136.5466366,890.1371495
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1992,Elec - Distribution,2403120,1936427,12508366,122560,10101,,,2.36E+11,3.01E+11,5.36E+11,0.114,,,29.06,27.690001,,,,,,,,0,191.7064647,1238.329472
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1993,Elec - Distribution,2505074,2019356,13267836,124912,9881,,,938489984,15248996352,16187486336,0.11,,,26.56,25.18,,,,,,,,0,204.3675741,1342.762473
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1994,Elec - Distribution,2591408,2088351,13932897,127747,9473,,,1080210944,30710702,1110921646,0.118,,,27.53995815,24.790001,,,,,,,,0,220.4529716,1470.800908
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1995,Elec - Distribution,2656532,2137642,14694629,130562,9284,,,1114701056,55613600,1170314656,0.117,,,28.55607284,27.48366,,,,80.190933,55.433456,,,0,230.2501077,1582.790715
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1996,Elec - Distribution,2730029,2210735,15561440,133439,8108,,,1608041984,67427784,1675469768,0.122,,,29.61,30.469999,,,,104.952713,76.081734,,,0,272.6609521,1919.269857
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1997,Elec - Distribution,1112770,957430,13609539,38271,2120,,,1648814976,62413656,1711228632,0.106284202,,,26.94,29.67,,,,127.3405,82.146332,,,0,451.6179245,6419.593868
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1998,Elec - Distribution,1146305,984388,5515173,40019,1972,40.88,,961462016,81475856,1042937872,0.103,,,24.99,26.17,,,,135.122177,92.767204,,,0,499.1825558,2796.740872
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,1999,Elec - Distribution,1178729,1011587,5784356,42039,1967,47.33,,854358016,89629368,943987384,0.106,,,27.19,31.860001,,,,144.233215,97.588837,,,0,514.2791052,2940.699542
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2000,Elec - Distribution,1213044,1040725,6196515,43032,1959,50.26,,1025526976,84885528,1110412504,0.097,,,22.71,19.690001,,,,146.165131,110.103889,,,0,531.2531904,3163.101072
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2001,Elec - Distribution,1228534,1052729,6083951,44328,2396,63.5,,1059379968,129237424,1188617392,0.107,,,24.76,22.280001,,,,185.661285,123.252884,,,0,439.3693656,2539.211603
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2002,Elec - Distribution,1258699,1077870,6117893,46099,2696,76.39,,1183473024,169142576,1352615600,0.125,,,22.04,20.41,,,,215.609177,149.195251,,,0,399.8034125,2269.248145
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2003,Elec - Distribution,1282035,1096564,6171788,46817,2595,83.3,,1657542016,108791496,1766333512,0.139,,,20.87,18.98,,,,250.23291,173.022781,,,0,422.5680154,2378.338343
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2004,Elec - Distribution,1307286,1116792,6231384,47667,3008,87.19,,1629457024,126857768,1756314792,0.155,,,16.87,14.32,,,,276.680267,190.474747,,,0,371.2739362,2071.603723
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2005,Elec - Distribution,1330490,1135599,6362531,,2189.998848,,,,,,0.145,,,20.51,15.59,,,,423.0291766,,,,0,518.538629,2905.266825
Brazil,Compañía Estadual de Energia Eletrica,CEEE,90396,2006,Elec - Distribution,1355093,1155806,6287000,47000,2333,89.4,5.485,172754000,239120000,411874000,0.170348288,0.094920159,0.075428129,26.54,16.98,0.996646532,5289,,431.4168232,222.1444664,,,0,495.4162023,2694.813545
