,country,utility_name,utility_code,utility_ID,year,connection_type,total_number_connections,residential_connections,electricity_sold_year_MWh,distribution_length_km,num_employees,avg_price_MWh_local,OPEX_local,CAPEX_local,TOTEX_local,energy_losses_technical&nontechnical_%,avg_duration_interruptions_suscriber,avg_frequency_interruptions_subscriber,residential_coverage (#/100 households),avg_residential_tarif_local,avg_industrial_tarif_local,privatization_year,residential_connections_employee,energy_sold_employee
0,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,1995.0,Elec - Distribution,710188.0,579691.0,3605894.515,33415.54,2610.0,55386.0,51566467661.0,57550542986.0,109000000000.0,0.1731,8.34,17.78,0.694,95460.0,68920.0,0.0,222.1038314,1381.56878
1,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,1996.0,Elec - Distribution,785280.0,647040.0,3802143.296,39952.04,2682.0,65317.0,73128464162.0,31578443618.0,105000000000.0,0.1998,18.85,17.29,0.747,117960.0,85230.0,0.0,241.2527964,1417.652236
2,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,1997.0,Elec - Distribution,850947.0,707179.0,3973477.997,45892.74,2754.0,80853.0,86225888875.0,43585547912.0,130000000000.0,0.2285,12.65,18.15,0.79,135140.0,95020.0,0.0,256.7824982,1442.802468
3,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,1998.0,Elec - Distribution,897494.0,749033.0,4079504.871,48422.2,2988.0,93392.0,98066497237.0,176000000000.0,274000000000.0,0.2366,17.07,21.94,0.816,159890.0,110890.0,0.0,250.6803882,1365.296142
4,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,1999.0,Elec - Distribution,856545.0,719159.0,4815296.785,50637.75,2994.0,110446.0,91568659622.0,64483211429.0,156000000000.0,0.21,7.13,13.32,0.823,161702.9087,98855.26838,0.0,240.2000668,1608.315559
5,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2000.0,Elec - Distribution,921328.0,776047.0,5067972.726,52077.02,2992.0,108627.0,103000000000.0,27444288490.0,131000000000.0,0.2164,10.51,15.8,0.831,171350.0,111020.0,0.0,259.3739973,1693.841152
6,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2001.0,Elec - Distribution,959579.0,812964.0,5138684.847,53546.51,3018.0,145747.0,109000000000.0,45368471562.0,155000000000.0,0.2205,11.09,16.97,0.84,232100.0,146100.0,0.0,269.3717694,1702.678876
7,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2002.0,Elec - Distribution,964448.0,819693.0,5074302.891,54443.35,3090.0,207694.0,103000000000.0,64274497756.0,168000000000.0,0.2611,6.67,13.79,0.891,299660.0,198220.0,0.0,265.2728155,1642.16922
8,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2003.0,Elec - Distribution,976278.0,835201.0,4932154.199,55541.63,2990.0,129730.0,141000000000.0,99178945261.0,240000000000.0,0.2746,10.47,15.44,0.906,348430.0,219980.0,0.0,279.3314381,1649.549899
9,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2004.0,Elec - Distribution,1000156.0,881602.0,5166682.24,56200.53,3116.0,135518.0,153000000000.0,66051983660.0,219000000000.0,0.2956,9.3,14.93,0.92,349630.0,214170.0,0.0,282.9274711,1658.113684
10,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2005.0,Elec - Distribution,1006650.0,871534.0,5157001.688,56845.55,3259.0,154874.0,148000000000.0,54794220809.0,203000000000.0,0.3103,7.58,16.4,0.932,352340.0,212840.0,0.0,267.4237496,1582.387753
11,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2006.0,Elec - Distribution,1072841.0,923288.0,5849330.858,57627.89,3292.0,133902.7193,183000000000.0,69932634242.0,253000000000.0,0.3109,15.97,18.21,0.9385,355830.0,216400.0,0.0,257.7018929090909,1558.5796153636363
12,Paraguay,ADMINISTRACION NACIONAL DE ELECTRICIDAD (ANDE).,ANDE,209001,2007.0,Elec - Distribution,1082743.0,932967.0,6097120.574,58211.65,3325.0,113971.8044,201000000000.0,51678891781.0,252000000000.0,0.3108,7.19,14.94,0.9498,355830.0,216400.0,0.0,257.7018929090909,1558.5796153636363
13,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1992.0,Elec - Distribution,1014000.0,464412.0,6435000.0,60068.769230769234,4227.307692307692,0.0,0.0,0.0,0.0,0.16797272727272725,22.010833333333334,14.349166666666664,0.0,1928.815543353846,795.9126309461537,0.0,255.04806906153843,1487.5923296999997
14,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1993.0,Elec - Distribution,1035000.0,475065.0,5972000.0,60068.769230769234,4227.307692307692,0.0,0.0,0.0,0.0,0.16797272727272725,22.010833333333334,14.349166666666664,0.0,1928.815543353846,795.9126309461537,0.0,255.04806906153843,1487.5923296999997
15,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1994.0,Elec - Distribution,1056082.0,718423.0,5279000.0,60068.769230769234,4227.307692307692,0.0,0.0,0.0,0.0,0.16797272727272725,22.010833333333334,14.349166666666664,0.0,1928.815543353846,795.9126309461537,0.0,255.04806906153843,1487.5923296999997
16,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1995.0,Elec - Distribution,1077164.0,961781.0,4978000.0,48909.0,5794.0,0.0,0.0,0.0,0.0,0.1804,36.5,22.37,0.0,784.7363972,304.1170989,0.0,165.9960304,859.1646531
17,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1996.0,Elec - Distribution,1093141.0,976013.0,5187000.0,51744.0,5296.0,0.0,0.0,0.0,0.0,0.1931,24.9,18.53,0.0,991.6919014,378.6604929,0.0,184.2924849,979.418429
18,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1997.0,Elec - Distribution,1116456.0,997117.0,5531000.0,56462.0,4425.0,0.0,0.0,0.0,0.0,0.1802,23.4,19.25,0.9417,1214.215495,454.1505857,0.0,225.3371751,1249.943503
19,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1998.0,Elec - Distribution,1143757.0,1022073.0,5863000.0,58407.0,4445.0,0.0,0.0,0.0,0.0,0.147,19.9,15.38,0.943,1340.416016,516.269606,0.0,229.9376828,1319.010124
20,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,1999.0,Elec - Distribution,1169249.0,1046739.0,6184000.0,53861.0,4477.0,0.0,0.0,0.0,0.0,0.14,22.6,16.32,0.944,1391.295269,526.1295883,0.0,233.8036632,1381.282109
21,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2000.0,Elec - Distribution,1184057.0,1061383.0,6434000.0,57706.0,4146.0,0.0,0.0,0.0,0.0,0.138,31.23,17.4,0.944,1426.590045,544.5000172,0.0,256.0016884,1551.857212
22,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2001.0,Elec - Distribution,1195767.0,1073336.0,6426000.0,59779.0,4039.0,0.0,0.0,0.0,0.0,0.145,22.3,18.63,0.944,1481.072827,575.3808105,0.0,265.7430057,1590.987868
23,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2002.0,Elec - Distribution,1186990.0,1067164.0,6151000.0,61661.0,3863.0,0.0,0.0,0.0,0.0,0.158,19.8,13.79,0.944,1830.227697,714.235199,0.0,276.2526534,1592.285788
24,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2003.0,Elec - Distribution,1187430.0,1067727.0,5978000.0,62826.0,3779.0,0.0,0.0,0.0,0.0,0.192,14.7,9.79,0.944,2346.98877,942.1805878,0.0,282.5422069,1581.899974
25,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2004.0,Elec - Distribution,1211226.0,1086775.0,6304000.0,64428.0,3713.0,0.0,0.0,0.0,0.0,0.194,9.8,7.23,0.944,2632.129209,1079.259087,0.0,292.6945866,1697.818476
26,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2005.0,Elec - Distribution,1217021.0,1091523.0,6515000.0,66595.0,3716.0,0.0,0.0,0.0,0.0,0.18,27.4,8.02,0.0,2866.607946,1248.479977,0.0,293.7360065,1753.229279
27,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2006.0,Elec - Distribution,1232664.0,1102498.0,6613000.0,68464.0,3669.0,0.0,0.0,0.0,0.0,0.16797272727272725,11.6,5.48,0.987,3263.28464,1443.42384,0.0,300.4900518,1802.398474
28,Uruguay,ADMINISTRACION NACIONAL DE USINAS Y TRANSMISIONES ELECTRICAS ,UTE,204001,2007.0,Elec - Distribution,1244931.0,1109510.0,7112000.0,70052.0,3593.0,0.0,0.0,0.0,0.0,0.16797272727272725,22.010833333333334,14.349166666666664,0.0,3505.345851,1620.077312,0.0,308.7976621,1979.404397
29,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1992.0,Elec - Distribution,89134.0,71933.0,300000.0,2947.50001225,160.0909090909091,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.92389877,0.0,0.0,0.0,548.1674181125001,2650.062392
30,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1993.0,Elec - Distribution,93176.0,75259.0,312550.0,2947.50001225,160.0909090909091,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.94795143,0.0,0.0,0.0,548.1674181125001,2650.062392
31,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1994.0,Elec - Distribution,96435.0,76509.0,336820.0,2171.0,160.0909090909091,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.94543915,0.0,0.0,0.0,548.1674181125001,2650.062392
32,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1995.0,Elec - Distribution,97986.0,79325.0,349247.0,2800.0,161.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.96201187,0.0,0.0,0.0,492.7018634,2169.236025
33,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1996.0,Elec - Distribution,102716.0,81761.0,364664.0,2867.0,162.0,0.0,0.0,0.0,0.0,0.0638,0.0,0.0,0.97345528,0.0,0.0,0.0,504.6975309,2251.012346
34,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1997.0,Elec - Distribution,105761.0,85358.0,369965.0,2947.50001225,160.0909090909091,0.0,0.0,0.0,0.0,0.0641,0.0,0.0,0.99806366,0.0,0.0,0.0,548.1674181125001,2650.062392
35,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1998.0,Elec - Distribution,107137.0,86719.0,417100.0,3253.600098,160.0,0.0,0.0,0.0,0.0,0.0649,0.0,0.0,0.99612091,0.0,0.0,0.0,541.99375,2606.875
36,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,1999.0,Elec - Distribution,109169.0,88288.0,444200.0,3253.600098,164.0,0.0,0.0,0.0,0.0,0.0589,0.0,0.0,0.99659332,0.0,0.0,0.0,538.3414634,2708.536585
37,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2000.0,Elec - Distribution,110945.0,89440.0,448800.0,3351.199951,164.0,0.0,0.0,0.0,0.0,0.0569,0.0,0.0,0.99242256,0.0,0.0,0.0,545.3658537,2736.585366
38,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2001.0,Elec - Distribution,109934.0,90172.0,457700.0,3458.0,158.0,0.0,0.0,0.0,0.0,0.54400002,0.0,0.0,0.98380905,0.0,0.0,0.0,570.7088608,2896.835443
39,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2002.0,Elec - Distribution,111449.0,91902.0,442300.0,3458.0,158.0,0.0,0.0,0.0,0.0,0.0456,0.0,0.0,0.98618828,0.0,0.0,0.0,581.6582278,2799.367089
40,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2003.0,Elec - Distribution,115751.0,95140.0,473000.0,3490.0,156.0,0.0,0.0,0.0,0.0,0.10992727454545456,0.0,0.0,1.00441071,0.0,0.0,0.0,609.8717949,3032.051282
41,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2004.0,Elec - Distribution,0.0,0.0,363192.53846153844,2287.6,158.0,0.0,0.0,0.0,0.0,0.10992727454545456,0.0,0.0,0.0,0.0,0.0,0.0,548.1674181125001,2650.062392
42,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2005.0,Elec - Distribution,0.0,0.0,363192.53846153844,2490.0,160.0,0.0,0.0,0.0,0.0,0.10992727454545456,0.0,0.0,0.0,0.0,0.0,0.0,548.1674181125001,2650.062392
43,Argentina,ADMINISTRACION PROVINCIAL DE ENERGIA DE LA PAMPA,APELP,90236,2006.0,Elec - Distribution,1813.0,1569.0,5157.0,2490.0,160.0,0.0,0.0,0.0,0.0,0.10992727454545456,0.0,0.0,0.0,0.0,0.0,0.0,548.1674181125001,2650.062392
44,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1990.0,Elec - Distribution,123743.4948,114185.0216,326691.8803,6920.285714285715,343.7544611,0.0,0.0,0.0,0.0,0.158578512,21.439999999999998,11.123333333333335,0.523185664,417.5109526,932.749979,0.0,332.1702973,950.3640453
45,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1991.0,Elec - Distribution,131810.5202,121628.9156,356302.5496,6920.285714285715,339.9752493,0.0,0.0,0.0,0.0,0.158578512,21.439999999999998,11.123333333333335,0.545670511,510.959217,932.749979,0.0,357.7581482,1048.024968
46,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1992.0,Elec - Distribution,140403.4472,129558.0884,388597.0682,6920.285714285715,336.2375859,0.0,0.0,0.0,0.0,0.158578512,21.439999999999998,11.123333333333335,0.569121686,629.279604,932.749979,0.0,385.3170908,1155.721682
47,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1993.0,Elec - Distribution,149556.56,138004.176,423818.6944,6920.285714285715,332.5410141,0.0,0.0,0.0,0.0,0.158578512,21.439999999999998,11.123333333333335,0.593580718,763.9252995,932.749979,0.0,414.9989629,1274.485482
48,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1994.0,Elec - Distribution,159306.3781,147000.8767,462232.7353,6920.285714285715,328.8850821,0.0,0.0,0.0,0.0,0.158578512,21.439999999999998,11.123333333333335,0.61909092,889.8664556,932.749979,0.0,446.9672987,1405.453639
49,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1995.0,Elec - Distribution,170225.5154,157076.5734,506191.9315,6920.285714285715,326.4068522,0.0,0.0,0.0,0.0,0.127066116,21.439999999999998,11.123333333333335,0.64569747,1085.702681,932.749979,0.0,481.2293993,1550.800567
50,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1996.0,Elec - Distribution,178763.0294,164954.6136,522900.0,6920.285714285715,336.0,0.0,0.0,0.0,0.0,0.131132231,21.439999999999998,11.123333333333335,0.666785567,1180.917793,932.749979,0.0,490.93635,1556.25
51,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1997.0,Elec - Distribution,187865.6744,173354.1316,562300.0,6920.285714285715,314.2968172,0.0,0.0,0.0,0.0,0.126049587,21.439999999999998,11.123333333333335,0.687873665,1179.651057,932.749979,0.0,551.5618424,1789.07316
52,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1998.0,Elec - Distribution,197594.0,182331.0,523956.0,6920.285714285715,309.579772,0.0,0.0,0.0,0.0,0.107752066,21.439999999999998,11.123333333333335,0.710970153,1180.917692,932.749979,1.0,588.9628991,1692.474921
53,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,1999.0,Elec - Distribution,206009.0,190335.0,568575.0,4152.0,275.0,0.0,0.0,0.0,0.0,0.123,21.439999999999998,11.123333333333335,0.729879097,1140.266681,932.749979,1.0,692.1272727,2067.545455
54,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2000.0,Elec - Distribution,219475.6034,201920.1008,584266.0,5871.0,272.0,0.0,0.0,0.0,0.0,0.126,21.439999999999998,11.123333333333335,0.75763815,1242.910958,932.749979,1.0,742.3533116,2148.036765
55,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2001.0,Elec - Distribution,233873.2111,214210.3507,538733.0,6939.0,283.0,0.0,0.0,0.0,0.0,0.14,21.439999999999998,11.123333333333335,0.773205026,1299.08022,932.749979,1.0,756.9270342,1903.650177
56,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2002.0,Elec - Distribution,239184.0,217731.0,566502.0,6244.0,272.0,0.0,0.0,0.0,0.0,0.1291,21.439999999999998,11.123333333333335,0.780436313,1269.624971,925.7499791,1.0,800.4816176,2082.727941
57,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2003.0,Elec - Distribution,249072.0,228237.0,623904.0,7835.0,268.0,0.0,0.0,0.0,0.0,0.1151,2.3,1.07,0.81239312,1266.999971,938.8749789,1.0,851.630597,2328.0
58,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2004.0,Elec - Distribution,262590.0,239657.0,730800.0,8615.0,237.0,0.0,0.0,0.0,0.0,0.1137,38.55,21.32,0.0,1209.249973,918.7499793,1.0,1011.21097,3083.544304
59,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2005.0,Elec - Distribution,273160.0,249856.0,769700.0,8786.0,228.0,0.0,0.0,0.0,0.0,0.0992,23.47,10.98,0.0,1287.999971,947.6249787,1.0,1095.859649,3375.877193
60,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2006.0,Elec - Distribution,278451.0,0.0,528466.92870625,6920.285714285715,300.16730211875,0.0,0.0,0.0,0.0,0.105,21.439999999999998,11.123333333333335,0.0,1337.3266,932.749979,0.5,625.0307963,1838.25189370625
61,El Salvador,"AES CLESA Y COMPAÃÃA, S. EN C. DE C.V.",AES CLESA,110103,2007.0,Elec - Distribution,0.0,0.0,528466.92870625,6920.285714285715,300.16730211875,0.0,0.0,0.0,0.0,0.13152897411764708,21.439999999999998,11.123333333333335,0.0,1052.4817703941176,932.749979,0.5,625.0307963,1838.25189370625
62,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1987.0,Elec - Distribution,591706.2904,534774.4862,2761170.236,36193.3572625,2223.055125,87.81,232191625.0,74936285.71428572,297760875.0,0.094345494,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,240.558356,1242.061074
63,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1988.0,Elec - Distribution,630223.6771,572701.8238,2829569.609,36193.3572625,2160.49679,87.81,232191625.0,74936285.71428572,297760875.0,0.109866645,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,265.0787664,1309.684709
64,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1989.0,Elec - Distribution,647255.7379,588396.493,3016519.202,36193.3572625,2163.289573,87.81,232191625.0,74936285.71428572,297760875.0,0.116873585,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,271.9915542,1394.413046
65,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1990.0,Elec - Distribution,664161.5173,580290.3978,3182454.45,36193.3572625,2354.6923,87.81,232191625.0,74936285.71428572,297760875.0,0.107001176,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,246.4400116,1351.53729
66,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1991.0,Elec - Distribution,691807.6134,572295.9771,3357517.606,36193.3572625,2563.029887,87.81,232191625.0,74936285.71428572,297760875.0,0.097962698,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,223.2888426,1309.979889
67,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1992.0,Elec - Distribution,712943.4052,589566.8417,3427316.307,36193.3572625,2521.040227,87.81,232191625.0,74936285.71428572,297760875.0,0.112228156,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,233.8585618,1359.484974
68,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1993.0,Elec - Distribution,740350.5278,612257.6675,3648236.232,36193.3572625,2228.568374,87.81,232191625.0,74936285.71428572,297760875.0,0.107627093,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,274.7313812,1637.031322
69,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1994.0,Elec - Distribution,768811.2477,635821.8014,3883396.34,36193.3572625,1970.026875,87.81,232191625.0,74936285.71428572,297760875.0,0.10321466,19.488000000000003,16.585,0.0,141.1890896008333,167.05,0.0,322.7477806,1971.240286
70,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1995.0,Elec - Distribution,789100.9528,652601.7808,4026356.568,36193.3572625,1740.834625,87.81,232191625.0,74936285.71428572,297760875.0,0.105882725,19.488000000000003,16.585,0.0,45.46693096,167.05,0.0,374.8786769,2312.888606
71,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1996.0,Elec - Distribution,809926.1238,669824.6008,4362685.979,36193.3572625,1657.05114,87.81,232191625.0,74936285.71428572,297760875.0,0.108619759,19.488000000000003,16.585,0.0,62.68478529,167.05,0.0,404.226873,2632.801049
72,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1997.0,Elec - Distribution,833320.0,674860.0,4478614.0,36193.3572625,841.0,87.81,232191625.0,74936285.71428572,297760875.0,0.093101325,23.13,27.22,0.801761152,73.61369947,167.05,0.0,802.4494649,5325.343639
73,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1998.0,Elec - Distribution,858637.0,693472.0,6227289.0,36193.3572625,937.0,87.81,232191625.0,74936285.71428572,297760875.0,0.0798,17.53,19.98,0.806186148,77.8865679,167.05,1.0,740.0981857,6645.986126
74,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,1999.0,Elec - Distribution,899852.0,727155.0,6796673.0,29701.74905,718.0,87.81,195890000.0,74936285.71428572,195890000.0,0.0798,18.26,17.11,0.827196096,81.23569032,167.05,1.0,1012.750696,9466.118384
75,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2000.0,Elec - Distribution,924811.0,747563.0,7339499.0,31036.96,792.0,87.81,183114000.0,41160000.0,224274000.0,0.061,24.45,18.59,0.843111996,98.24644387,167.05,1.0,943.8926768,9267.044192
76,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2001.0,Elec - Distribution,947967.0,767395.0,7203202.0,30617.72,787.0,87.81,162528000.0,71420000.0,233948000.0,0.06,20.42,18.85,0.858049663,118.8192492,167.05,1.0,975.0889454,9152.734435
77,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2002.0,Elec - Distribution,971111.0,789881.0,7370352.0,36193.3572625,694.0,87.81,215535000.0,54556000.0,270091000.0,0.0576,19.75,16.38,0.874484509,143.7,167.05,1.0,1138.157061,10620.10375
78,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2003.0,Elec - Distribution,994529.0,819845.0,7639000.0,36193.3572625,707.0,87.81,231163000.0,49214000.0,280377000.0,0.0601,18.96,13.27,0.898810869,158.6257082,167.05,1.0,1159.611033,10804.80905
79,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2004.0,Elec - Distribution,1021915.0,840270.0,8023000.0,36193.3572625,725.0,87.81,254725000.0,59775000.0,314500000.0,0.077395488,14.09,10.55,0.9923,274.28,167.05,1.0,1158.993103,11066.2069
80,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2005.0,Elec - Distribution,1045714.0,858445.0,7669000.0,36193.3572625,771.0,87.81,167562000.0,90162000.0,257724000.0,0.073968053,20.99,12.5,0.99,281.59,167.05,1.0,1113.417639,9946.822309
81,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2006.0,Elec - Distribution,1071856.0,878388.0,6905000.0,53417.0,810.0,87.81,447016000.0,158267000.0,605283000.0,0.0911,17.3,11.4,1.0,278.12,167.05,1.0,1084.42963,8524.691358
82,Brazil,AES SUL DISTRIBUIDORA GAÃCHA DE ENERGIA S/A,AES Sul Â RS,90352,2007.0,Elec - Distribution,0.0,0.0,5207342.5764500005,36193.3572625,1468.2042458,87.81,232191625.0,74936285.71428572,297760875.0,0.08987434285000001,19.488000000000003,16.585,0.0,141.1890896008333,167.05,1.0,649.334461955,5367.0491194
83,Antigua and Barbuda ,ANTIGUA PUBLIC UTILITIES AUTHORITY,APUA,206001,2000.0,Elec - Distribution,0.0,0.0,164315.756,657.1,272.5,0.0,122516690.25,8323864.666666667,137383337.33333334,0.12963333333333332,0.068,0.0018,0.0,722.7233118999999,917.0626527999999,0.0,92.2674340525,608.1448361500001
84,Antigua and Barbuda ,ANTIGUA PUBLIC UTILITIES AUTHORITY,APUA,206001,2001.0,Elec - Distribution,0.0,0.0,164315.756,657.1,272.5,0.0,122516690.25,8323864.666666667,137383337.33333334,0.12963333333333332,0.068,0.0018,0.0,722.7233118999999,917.0626527999999,0.0,92.2674340525,608.1448361500001
